Content Type,Extracted Data,Extra Info / Link
Link,Privacy Policy,https://www.ndtv.com/convergence/ndtv/new/privacy_policy.aspx
Link,Terms & Conditions,https://www.ndtv.com/convergence/ndtv/new/TermsAndConditions.aspx
Link,Partner Content,https://www.ndtv.com/partner-content
Link,This website follows the DNPA Code of Ethics,https://www.ndtv.com/convergence/ndtv/new/codeofethics.aspx
Link,Notifications,https://www.ndtv.com/notifications
Link,Web Stories,https://www.ndtv.com/webstories
Link,TV Schedule,https://www.ndtv.com/tv-schedule
Link,latest songs,https://www.jiosaavn.com/featured/trending_today/I3kvhipIy73uCJW60TJk1Q__
Link,JioSaavn.com,https://www.jiosaavn.com/
---,---,---
SOURCE URL,https://www.ndtv.com/,
H1,"Sanctioned Tanker Fails To Break Through US Blockade, Turns Back To Hormuz | Live Updates",
H2,Videos,
H2,Web Stories,
H2,Watch Live,
H2,Opinion,
H2,SPOTLIGHT,
H2,News In Motion,
H2,Top Deals,
H2,Podcast,
H2,Entertainment,
H2,Lifestyle,
H2,Sports,
H2,Food,
H2,Profit,
H2,Health,
H2,Travel,
H2,Education,
H2,Auto,
H2,हिंदी न्यूज़,
H2,मध्‍यप्रदेश-छत्तीसगढ़,
H2,राजस्थान,
H2,मराठी,
H2,India News,
H2,Offbeat,
H2,Science,
H2,Tech,
H2,Campaigns,
H2,More News,
H3,"Maharashtra Man Sexually Exploits 180 Minors, Shoots 350 Videos, Arrested",
H3,"Switched Planes, Took Bus: Team Iran Claims Threats After Failed US Talks",
H3,"US Wants To Restart Talks With Iran, But It Has 2 Key Conditions",
H3,US May Be Eyeing Strait Of Malacca After Hormuz. Why It Matters To India,
H3,"'Act Against HR Executive': Mohandas Pai On 'Conversion', Harassment At TCS",
H3,How MS Dhoni's Words Inspired Noor Ahmad's Match-Winning Show Against KKR,
H3,"AP Inter Results 2026: Results At 10:30 am, Here's Direct Link To Download | Live Updates",
H3,"""Used To Say 'Go Marry Hindu Girls'"": Witness On Nashik TCS 'Conversion'",
H3,"Rahane's Troubles Soar, Reprimanded By BCCI For Code of Conduct Breach",
H3,"""Try Saying No To Kohli, Rohit"": BCCI Warned Of Catastrophe If Gambhir Is Sacked",
H3,"Dhurandhar Is Now India's Biggest Franchise, With Rs 3,000 Crore And Counting",
H3,"CBSE Class 10 Result 2026 LIVE: Result To Be Out Anytime Soon, Check Here",
H3,"Bengaluru Woman Smothers 13-Year-Old Daughter, Then Dies By Suicide: Cops",
H3,$435 Million: Iran's Estimated Per-Day Loss Due To US' Hormuz Blockade,
H3,"KKR So Bad, They Would Be Relegated In Another 'Premier League'",
H3,"MPBSE 10th, 12th Results 2026 At 11 am: Check Official Website, Direct Link",
H3,"'I Was F**ked, Like A Dead Body': Samay Raina On India's Got Latent Row",
H3,Vikram Bhatt Recalls Health Scare In Udaipur Jail: 'Don't Want To Die Here',
H3,Why Dhurandhar 2 Trainer Calls Katrina Kaif 'Hrithik Roshan's Female Version',
H3,Strait Of Hormuz: Why US And Iran Are Sailing In Very Different Legal Waters,
H3,"""Just There For Style"": Riyan Parag Blasted Yet Again By World Cup-Winner",
H3,"Startup Founder Builds 24 AI Systems To Replace ""Unprofessional"" Staff",
H3,India's Oldest Soft Drink Is 2 Years Older Than Coca-Cola,
H3,Video Shows How CISF Helped Retrieve Woman's Lost iPad At Tirupati Airport,
H3,Ravi Shastri's Swipe At RCB After CSK Star Showed IPL The Right Approach,
H3,Which City Is Called The Perfume Capital Of India?,
H3,"""Indian Memes Are GOAT"": Iran Mocks US' Hormuz Blockade With 'Dhamaal' Video",
H3,Okra Water vs Methi Water: Which Is Better For A Fatty Liver?,
H3,"""Rohit Disagreed, Suryakumar Was Shocked"": Hardik's Captaincy Ridiculed",
H3,"Man Claims Rs 14,000 Birkenstock Shoes Turned Dust In 10 Months, Brand Reacts",
H3,98-Year-Old Nani Who Began Selling Gujarati Snacks At 91 Is A Viral Sensation,
H3,"Family Of 8 Spends 49 Lakh On Flight, Denied Boarding At Bengaluru Airport",
H3,Gastroenterologists Explain How Gond Katira Is Beneficial For Weight Loss,
H3,Ajinkya Rahane Hints At Serious Changes In Team As KKR Hit Rock Bottom,
H3,AI-Generated Kids In Teaser Of New Varun Dhawan Film Leaves Internet Baffled,
H3,Maran's Reaction Sums Up Value Of Sooryavanshi's First Ball Duck. Video,
H3,5 Summer-Special Pulao Recipes That Are Light On Your Gut,
H3,The Rs 500 Liver Test That Can Prevent A Rs 20 Lakh Hospitalisation,
H3,"Protein-Rich Green Moong Cutlets For Anytime Craving
April 15, 2026",
H3,"8 Suit Styles Every Woman Needs
April 14, 2026",
H3,"Top 7 Indian Destinations To Visit This Summer Season
April 14, 2026",
H3,"6 Activities That Will Make Your Meghalaya Trip Complete
April 14, 2026",
H3,"Siddharth Nigam’s Easy and Stylish Outfit
April 13, 2026",
H3,How US-Iran Talks Have Exposed Pakistan To 3 Big Risks,
H3,"The Great North-South Debate, And Prickly Questions About 'Fairness'",
H3,How Netanyahu Is Fast Turning Into The Worst 'Deal' Trump Ever Made,
H3,Why Netanyahu Is Both The Happiest And The Most Anxious Man Right Now,
H3,From Climbing On JP's Car To Ousting Left: Mamata Banerjee's Bengal Journey,
H3,"Delhi-Dehradun Expressway Inaugurated: Route, Travel Time, Features Explained",
H3,Should You Apply Colour Corrector Before Concealer To Hide Dark Circles?,
