Content Type,Extracted Data,Extra Info / Link
H3,सोने-चांदी-हीरे के खुफिया चैम्बर! जगन्नाथ मंदिर के पुजारियों का खुलासा,
H3,"भारत में 3 बार मनाया जाता है नया साल, जानें कब-कब होता है सेलिब्रेट",
H3,"सौर नववर्ष आज से शुरू, अप्रैल 2027 तक सतर्क रहें ये 3 राशियां",
H3,क्या AI बन रहा है बच्चों का नया बेस्ट फ्रेंड?,
H3,"₹10,000+ UPI ट्रांजैक्शन पर लगेगा 1 घंटे का ब्रेक!",
H3,"UPI पेमेंट्स में 1 घंटे की देरी? RBI की तैयारी, बदलेगा ये नियम",
H3,"Gmail में एंड-टू-एंड एन्क्रिप्शन, ईमेल होंगे ज्यादा सुरक्षित!",
H3,"अब सुधार सकेंगे गलती, इंस्टाग्राम लाया नया फीचर",
H3,"कितना पढ़े-ल‍िखे हैं बिहार के होने वाले CM, दोस्त बुलाते हैं 'डॉक्टर' सम्राट",
H3,"डिजीलॉकर पर चेक करें CBSE 10वीं का रिजल्ट, साइट की नहीं होगी टेंशन",
H3,दिल्ली-नोएडा जैसे शहरों में प्राइवेट नौकरी करते हैं? जान लें अपने हक,
H3,कौन हैं नोएडा की DM मेधा रूपम? ओवरटाइम पर कही बड़ी बात,
H3,"यूपी बोर्ड रिजल्ट डेट का इंतजार तेज, ऐसे डाउनलोड करें मार्कशीट",
H3,"बिहार CM पद से नीतीश कुमार का इस्तीफा, जानिए इनकी नेटवर्थ",
H3,"संकट में चीन... US-ईरान जंग से निकला तेल, यहां लगी तगड़ी चोट",
H3,"रोज डूबेंगे ₹4000Cr... US की होर्मुज 'नाकाबंदी', संकट में ईरान की लाइफलाइन",
H3,"'हमारे मामले में दखल नहीं...', ईरान संग खुलकर आया चीन, ट्रंप को दे दी वॉर्निंग",
H3,"समझौता कराने चला था पाकिस्तान, खुद को आज हो गया भारी नुकसान",
H3,"होर्मुज ब्लॉकेड के लिए US ने उतारे 10 हजार कमांडो, फारस की खाड़ी पर अमेरिकी कंट्रोल!",
H3,इजरायल-लेबनान में युद्धविराम पर बनेगी बात? हिज्बुल्लाह ने वार्ता का किया बॉयकॉट,
H3,नीरव मोदी को जल्द लाया जा सकता है भारत! लंदन में मौजूद CBI की टीम,
H3,फर्स्ट लैंग्वेज अंग्रेजी न होने पर ब्रिटेन में भारतीय महिला को जॉब से निकाला,
H3,ईरान से डील को लेकर क्या बोले ट्रंप?,
H3,"समंदर में बारूदी सुरंग हटाने का काम कैसे होता है? ईरान ने बिछाया, हटा पाएगा अमेरिका",
H3,"अंतरिक्ष से लौटते ही बेशुमार प्यार, NASA की क्रिस्टीना और उनके डॉग का वीडियो वायरल",
H3,"जम्मू-कश्मीर में बड़ी आफत! 697 में से 315 झीलें गायब, CAG रिपोर्ट में खुलासा",
H3,गोल्डन फ्रॉग: 2009 में खत्म थी प्रजाति! अब बचाए जा रहे ये सुनहरे जीव,
H3,"हिमालय और स्ट्रेट ऑफ होर्मुज के बीच है खास रिश्ता, दोनों के बनने की एक जैसी कहानी",
H3,"मजा न आए, पैसा वापस! 75% मनीबैक गारंटी के साथ लॉन्च हुई धांसू SUV",
H3,आसमान छूती लपटें... धुएं का गुबार! BYD की इलेक्ट्रिक कार फैक्ट्री में लगी आग,
H3,Innova से बड़ी... 500KM रेंज! कल लॉन्च होगी 7-सीटर इलेक्ट्रिक कार,
H3,दिल्ली-देहरादून एक्सप्रेसवे पर चलेगा FASTag एनुअल पास? जानें कितना लगेगा Toll,
H3,320KM रेंज... 1.29 लाख कीमत! Ola का नया इलेक्ट्रिक स्कूटर लॉन्च,
H3,चीजें छूकर देख रहा था वो सच हैं या नहीं? FIR के बाद समय रैना की थी ऐसी स्थिति,
H3,"वेट लॉस से डाइजेशन तक, शरीर के लिए जरूरी है फाइबर! जानें सही मात्रा",
H3,"Kiss करने से पहले जरूर पिएं पानी, क्यों दी जा रही ये चेतावनी",
H3,"बिहार में BJP का 'नो सरप्राइज’ ही सरप्राइज, यूं हटकर चली नई चाल",
H3,बिहार के भावी सीएम सम्राट चौधरी के लिए नीतीश कुमार की ‘वसीयत’,
H3,क्या जज को ‘कठघरे‘ में खड़ा कर पाए केजरीवाल? दोनों ओर से दिलचस्प दलीलें,
H3,ईरान के परमाणु बम का कच्चा माल किसके हवाले होगा? रूस या अमेरिका,
H3,"समंदर में बारूदी सुरंग हटाने का काम कैसे होता है? ईरान ने बिछाया, हटा पाएगा अमेरिका",
H3,क्या ईरान-अमेरिका के बीच हुआ सीजफायर लंबा चलेगा?,
H3,रात 9 बजे का न्यूज़ पॉडकास्ट - 5 मिनट,
H3,"फ़सल बिक्री में आ रही है दिक्कत, फोटो मैच नहीं हो रही | भौंचक",
H3,"TCS-এ মহিলাদের উপর যৌন নির্যাতন, ধর্মান্তরণ ও মাংস খাওয়ানোর অভিযোগ; নাসিকে তোলপাড়",
H3,"Shani Uday 2026: শনি উদয়ে ৩ রাশিতে শনিদেবের দৃষ্টি, শর্টকাট নিলেই পড়বেন প্যাঁচে",
H3,"अंबेडकर जयंती पर पंजाब सरकार की नई योजना, महिलाओं को करेंगे सशक्त.. हर महीने होगा 1000-1500 रुपए का भुगतान",
H3,"How To Get Rid Of Cockroach: नहीं आ रहे महंगे प्रोडक्ट्स काम.. तो अपना लें घरेलू नुस्खा, छोड़ देंगे पीछा आपके घर का कॉकरोच",
H3,केरल का नाम क्यों बदला जा रहा? पढ़ें- केरलम नाम के पीछे की कहानी,
H3,मॉन्टेग्यू सुधार से पेरियार तक... तमिलनाडु में कैसे पड़ी आरक्षण की नींव और उदय हुआ पेरियार का सोशल जस्टिस,
H3,"ब्राह्मण वर्चस्व, गैर-ब्राह्मण चेतना और जस्टिस पार्टी का उदय, कैसे बदली दक्षिण की सियासत",
H3,"CSK vs KKR Live: Allen falls early, Rahane joins Narine in 193-run chase",
H3,"Israel, Lebanon envoys begin historic talks in Washington to discuss peace deal",
Paragraph,पाकिस्तान ने एक बार फिर कूटनीतिक पहल करते हुए अमेरिका और ईरान के बीच बातचीत का दूसरा दौर आयोजित करने का प्रस्ताव दिया है. संघर्ष विराम की समयसीमा खत्म होने से पहले इस कोशिश को बेहद अहम माना जा...,
Paragraph,विराट कोहली अगले मैच से होंगे OUT? इंजरी पर आई ये अपडेट,
Paragraph,"प्रफुल्ल हिंगे की 6 गेंदों का जादू, इंटरनेट पर फॉलोवर्स हुए बेकाबू",
Paragraph,"9 साल बड़े बॉयफ्रेंड संग शादी रचाएगी एक्ट्रेस, बताया क्या है प्लान",
Paragraph,इस सूअर के इंस्टाग्राम पर हैं 11 लाख फॉलोअर्स... इतना फेमस कि बना वर्ल्ड रिकॉर्ड!,
Paragraph,"ममता बनर्जी ने पहने 3 फिटनेस बैंड, जानिए इसके पीछे की वजह!",
Paragraph,"कल से हैं एग्जाम, चलेंगी स्पेशल ट्रेनें, ध्यान रखें ये 5 बातें",
Paragraph,कल दिल्ली में 37 तो लखनऊ में 40 डिग्री चढ़ेगा पारा! जानें अपने शहर का मौसम,
Paragraph,पिछले दो दिनों से नोएडा में फैक्ट्री कर्मचारियों ने जोरदार प्रदर्शन किया. बीती देर रात यूपी सरकार ने इन प्रदर्शनकारी कर्मचारियों का वेतन भी बढ़ा दिया. लेकिन फिर भी ये कर्मचारी शांत नहीं हुए. इधर उत्तर प्रदेश सरकार को इन भड़के हुए...,
Paragraph,"वाणी का प्रयोग सोच समझ कर करें, किसी दूसरे के भरोसे काम ना छोड़ें, प्रॉपर्टी से संबंधित काम बनेंगे, धन खर्च में सावधानी बरतें, सेहत का ख्याल रखें, व्य...",
Paragraph,Copyright © 2026 Living Media India Limited. For reprint rights: Syndications Today,
Link,India Today,https://www.indiatoday.in/
Link,इंडिया टुडे हिंदी,https://www.indiatodayhindi.com/
Link,Business Today,https://www.businesstoday.in/
Link,पाकिस्तान में ईरान से बातचीत अगले 2 दिनों में हो सकती है: ट्रंप,https://www.aajtak.in/breakingnews/story/latest-breaking-news-in-hindi-14-april-2026-ntc-mdsb-2523133-2026-04-14
Link,उठो अनारकली,https://epaper.aajtak.in/page2/3727/31334663/2026-4-14
Link,US Israel Iran War,https://www.aajtak.in/world/story/us-iran-israel-war-live-updates-ceasefire-talks-hormuz-strait-blockade-trump-middle-east-lebanon-conflict-mdsb-ntc-2523273-2026-04-14
Link,सम्राट चौधरी,https://www.aajtak.in/topic/samrat-choudhary
Link,नीतीश कुमार,https://www.aajtak.in/topic/nitish-kumar
Link,CSK Vs KKR Live Score,https://www.aajtak.in/sports/cricket/story/csk-vs-kkr-live-cricket-score-ipl-2026-indian-premier-league-match-aksp-dskc-2523768-2026-04-14
Link,डोनाल्ड ट्रंप,https://www.aajtak.in/topic/donald-trump
Link,विधानसभा चुनाव,https://www.aajtak.in/elections
Link,"बिहार में पहली बार बनेगा बीजेपी का CM, नीतीश की जगह लेंगे सम्राट चौधरी, कल शपथ ग्रहण",https://www.aajtak.in/bihar/story/nitish-kumar-resigns-samrat-choudhary-set-to-become-bihar-first-bjp-cm-ntc-dpmx-dskc-2523887-2026-04-14
Link,"बिहार में पावर शिफ्ट के सेंटर में सम्राट चौधरी, BJP ने क्यों चला ये बड़ा दांव?",https://www.aajtak.in/bihar/story/why-bjp-chose-samrat-choudhary-as-bihar-next-chief-minister-lclnt-rptc-2523858-2026-04-14
Link,बिहार में सम्राट चौधरी के सीएम बनने से यूपी की सियासत पर क्या असर?,https://www.aajtak.in/india/news/story/bihar-new-cm-samrat-choudhary-kushwaha-vote-bank-uttar-pradesh-politics-ntc-amkr-rptc-2523869-2026-04-14
Link,बिहार के भावी सीएम सम्राट चौधरी के लिए नीतीश कुमार की ‘वसीयत’,https://www.aajtak.in/opinion-analysis-/story/nitish-kumar-legacy-biggest-challenge-for-new-bihar-cm-samrat-chaudhary-ntcpmr-dskc-2523827-2026-04-14
Link,"पाकिस्तान में दूसरी बार मिल सकते हैं US-ईरान, ट्रंप बोले- हम बातचीत को तैयार
पाकिस्तान ने एक बार फिर कूटनीतिक पहल करते हुए अमेरिका और ईरान के बीच बातचीत का दूसरा दौर आयोजित करने का प्रस्ताव दिया है. संघर्ष विराम की समयसीमा खत्म होने से पहले इस कोशिश को बेहद अहम माना जा...",https://www.aajtak.in/world/story/us-iran-war-second-round-peace-talks-pakistan-donald-trump-ntc-mkg-dskc-2523903-2026-04-14
Link,"'जिम जिहाद', अरबपति की बीवी और लाखों की वसूली... 'गंदे खेल' का खुलासा",https://www.aajtak.in/crime/news/story/surat-gym-trainer-arrest-in-surat-for-stalking-married-woman-blackmailing-lclnt-strc-2523914-2026-04-14
Link,गुजरात के सूरत में एक जिम ट्रेनर शब्बीर असगर ट्रंकवाला को महिला को प्रेमजाल में फंसाकर ब्लैकमेल करने के...,https://www.aajtak.in/crime/news/story/surat-gym-trainer-arrest-in-surat-for-stalking-married-woman-blackmailing-lclnt-strc-2523914-2026-04-14
Link,"अंडमान सागर में बड़ा हादसा, रोहिंग्याओं-बांग्लादेशियों से भरी नाव डूबी, 250 लोग लापता",https://www.aajtak.in/superfast?utm_source=Superfast_Internal&utm_medium=Home_page&utm_campaign=tracking
Link,"आपकी जरूरत की हर खबर, आजतक ई-पेपर में, पढ़ें बिल्कुल मुफ्त",https://epaper.aajtak.in/?utm_source=Aajtak_website_homepage_2ndStory
Link,नीरव मोदी को जल्द लाया जा सकता है भारत! लंदन में मौजूद CBI की टीम,https://www.aajtak.in/world/story/nirav-modi-gets-anonymity-european-court-of-human-rights-extradition-wdrk-dskc-2523915-2026-04-14
Link,"मलयाली एक्टर ने 'जबरदस्ती' एक्ट्रेस को खिलाया बीफ, भड़के यूजर्स",https://www.aajtak.in/entertainment/news/story/malayalam-actor-shiyas-kareem-forces-anumol-anukutty-to-eat-beef-faces-backlash-on-social-media-video-tmovp-dskc-2523912-2026-04-14
Link,"ये 5 संकेत... कल शेयर बाजार में होगी बल्‍ले-बल्‍ले, ETFs वाले भी छापेंगे पैसा!",https://www.aajtak.in/business/news/story/stock-market-rally-crude-down-iran-us-war-among-five-indicators-tutd-dskc-2523904-2026-04-14
Link,विराट कोहली अगले मैच से होंगे OUT? इंजरी पर आई ये अपडेट,https://www.aajtak.in/visualstories/sports/virat-kohli-injury-update-will-he-play-next-rcb-game-ipl-2026-aksp-278577-14-04-2026
Link,"ज्येष्ठ में 4 या 5 नहीं, 8 बड़े मंगल, नोट करें तारीख और शुभ मुहूर्त",https://www.aajtak.in/religion/news/story/bada-mangal-2026-date-hanuman-puja-vidhi-shubh-muhurt-eight-bada-mangal-jyeshtha-mangal-tvisu-dskc-2523881-2026-04-14
Link,"LIVE: केकेआर की बैटिंग जारी, सीएसके ने दिया है 193 रनों का लक्ष्य",https://www.aajtak.in/sports/cricket/story/csk-vs-kkr-live-cricket-score-ipl-2026-indian-premier-league-match-aksp-dskc-2523768-2026-04-14
Link,"TCS स्कैंडल: उत्पीड़न और कन्वर्जन का पैटर्न, अंडरकवर ऑपरेशन से हुए नए खुलासे",https://www.aajtak.in/india/maharashtra/story/nashik-tcs-bpo-conversion-case-victims-rise-sit-investigation-updates-lclar-rptc-2523745-2026-04-14
Link,होर्मुज पर चीन-US में तनाव... देखें मिडिल ईस्ट के हालात पर स्पेशल कवरेज,https://www.aajtak.in/full-coverage/us-israel-attack-on-iran
Link,"'दो मिनट में इटली को तबाह कर देगा ईरान', दोस्त मेलोनी पर क्यों भड़के ट्रंप!",https://www.aajtak.in/world/story/trump-accuses-meloni-of-not-supporting-us-in-iran-war-weakening-us-italy-relations-pope-leo-wdrk-dskc-2523890-2026-04-14
Link,"शादी पर रश्मिका भूलीं ट्रेडिशनल ब्राइडल लुक, 90 मिनट में हुई थीं तैयार",https://www.aajtak.in/entertainment/bollywood-news/photo/rashmika-mandanna-got-ready-90-minutes-wedding-vijay-deverakonda-rejected-bridal-glam-tmovp-2523884-2026-04-14
Link,"CM योगी की रैली के दौरान 'टल्ली' हुए दारोगा जी, जमीन पर लोटते दिखे",https://www.aajtak.in/uttar-pradesh/story/daroga-found-drunk-on-ground-during-chief-minister-yogi-adityanath-rally-muzaffarnagar-lclam-strc-2523821-2026-04-14
Link,"सम्राट चौधरी के CM बनने की घोषणा पर गांव में जश्न, चर्चा में आया भाभी का बयान",https://www.aajtak.in/bihar/story/samrat-choudhary-cm-announcement-celebration-lakhanpur-village-family-bhabi-munger-lclar-strc-2523873-2026-04-14
Link,"राष्ट्रपति ट्रंप ने PM मोदी को लगाया फोन, ईरान और होर्मुज पर 40 मिनट तक हुई चर्चा",https://www.aajtak.in/world/story/pm-modi-talks-to-donald-trump-40-minutes-long-talks-iran-international-issue-ntcppl-dskc-2523867-2026-04-14
Link,"फर्जी डॉक्टर ने किए 100 ट्रांसप्लांट, कानपुर किडनी रैकेट में कई चौंकाने वाले खुलासे",https://www.aajtak.in/uttar-pradesh/story/kanpur-kidney-racket-fake-doctor-performed-over-100-transplants-lclnt-strc-2523899-2026-04-14
Link,बिहार सीएम लाइव,https://www.aajtak.in/india/politics/story/nitish-kumar-resignation-live-updates-bihar-new-cm-announcement-ntc-vhrw-2523359-2026-04-14
Link,नोएडा प्रोटेस्ट,https://www.aajtak.in/india/news/story/noida-employee-protest-live-updates-high-alert-ncr-violence-police-action-ntc-drmt-2523357-2026-04-14
Link,सिद्धारमैया,https://www.aajtak.in/karnataka/story/karnatka-congress-conflict-siddaramaiah-sacks-nazir-ahmed-anti-party-activities-ntcpkb-rpti-2523413-2026-04-14
Link,सीबीएसई बोर्ड 10th रिजल्ट लाइव,https://www.aajtak.in/education/results/story/cbse-board-class-10th-12th-result-2026-live-updates-where-to-check-websites-link-edmm-2523481-2026-04-14
Link,युजवेंद्र चहल,https://www.aajtak.in/entertainment/television/story/gandi-baat-taniya-chatterjee-claims-yuzvendra-chahal-pr-team-asked-delete-video-bold-actress-dhanashree-verma-tmovb-dskc-2523406-2026-04-14
Link,यूपी बोर्ड रिजल्ट लाइव,https://www.aajtak.in/education/results/story/up-board-10th-12th-result-2026-live-updates-upmsp-marksheet-download-digilocker-sms-guide-edmm-2523517-2026-04-14
Link,शॉर्ट वीडियो,https://www.aajtak.in/short-videos
Link,"सम्राट चौधरी के CM बनने की घोषणा से पैतृक गांव में मना जश्न, Video",https://www.aajtak.in/short-videos/video/celebrations-in-village-following-announcement-of-samrat-choudhary-becoming-cm-vdok-lcl-vtp-2523921-2026-04-14
Link,जडेजा की गेंदबाजी पर पराग का फैसला क्यों बना विवाद?,https://www.aajtak.in/short-videos/video/riyan-parag-decision-controversy-ravindra-jadeja-no-bowling-rajasthan-royals-loss-srh-ipl-2026-match-mmta-2523916-2026-04-14
Link,"'बच्चा तुम्हारा जैसा नहीं' गांव वाले उड़ाते थे मजाक, गुस्साए पिता ने कर दी बेटे की हत्या",https://www.aajtak.in/karnataka/story/vijayapura-father-kills-son-krishna-river-murder-case-arrested-investigation-lclar-rptc-2523909-2026-04-14
Link,"छत्तीसगढ़ के वेदांता पावर प्लांट में ब्लास्ट, बॉयलर फटने से 10 की मौत, 23 घायल",https://www.aajtak.in/india/chhattisgarh/story/blast-at-vedanta-power-plant-in-chhattisgarh-many-workers-injured-lclnt-dskc-2523825-2026-04-14
Link,"क्या पाकिस्तान ने नहीं चुकाया सेरेना होटल का बिल? ईरान वार्ता खत्म, पर विवाद जारी",https://www.aajtak.in/world/story/serena-hotel-islamabad-talks-no-bill-paid-by-pakistan-govt-ntcppl-dskc-2523823-2026-04-14
Link,फर्स्ट लैंग्वेज अंग्रेजी न होने पर ब्रिटेन में भारतीय महिला को जॉब से निकाला,https://www.aajtak.in/world/story/indian-origin-woman-uk-fired-english-first-language-sai-keerthana-telugu-ntc-amkr-dskc-2523905-2026-04-14
Link,"बुध प्रदोष व्रत कल, जानें पूजन विधि और महाउपाय",https://www.aajtak.in/religion/news/story/budh-pradosh-vrat-2026-date-15-april-puja-vidhi-shubh-muhurt-upay-tvisu-dskc-2522292-2026-04-14
Link,"इस तरह बनाएं सहजन की सब्जी, बच्चे भी मांग-मांग कर खाएंगे",https://www.aajtak.in/lifestyle/kitchen/story/sahjan-ki-sabji-recipe-spicy-moringa-allo-vegetable-masaledar-tasty-drumstick-potato-curry-healthy-indian-food-tmovx-dskc-2522050-2026-04-14
Link,"प्रफुल्ल हिंगे की 6 गेंदों का जादू, इंटरनेट पर फॉलोवर्स हुए बेकाबू",https://www.aajtak.in/visualstories/sports/sanju-samson-beats-jasprit-bumrah-to-win-this-big-icc-player-of-the-month-award-aksp-278563-14-04-2026
Link,इंडिया टुडे हिंदी,https://www.indiatodayhindi.com/?utm_source=at_hp&utm_medium=referral&utm_campaign=ithindiathome
Link,कभी नीतीश की गद्दी बचाने वाले सम्राट अब बनेंगे बिहार में उनके उत्तराधिकारी,https://www.indiatodayhindi.com/state/story/samrat-choudhary-bihar-cm-successor-nitish-kumar-1375686-2026-04-14?utm_source=at_hp&utm_medium=referral&utm_campaign=ithindiathome
Link,बंगाल में BJP का 'कार्पेट बॉम्बिंग' कैंपेन चुनावी माहौल को बदल पाएगा?,https://www.indiatodayhindi.com/state/story/bjp-west-bengal-amit-shah-mamata-banerjee-carpet-bombing-campaign-shift-bengals-electoral-mood-1375406-2026-04-14?utm_source=at_hp&utm_medium=referral&utm_campaign=ithindiathome
Link,कुछ और पसरे यूसीसी के पांव,https://www.indiatodayhindi.com/magazine/state/story/20260415-ucc-gets-its-second-lab-in-gujarat-uniform-civil-code-1371727-2026-04-14?utm_source=at_hp&utm_medium=referral&utm_campaign=ithindiathome
Link,"वेदांता पावर प्लांट में बड़ा हादसा, बॉयलर फटने से 10 लोगों की मौत",https://www.aajtak.in/india/chhattisgarh/video/major-accident-at-vedanta-power-plant-due-to-boiler-explosion-vdok-2523874-2026-04-14
Link,"ब‍िहार पहुंचे श‍िवराज ने सम्राट चौधरी को दी बधाई, नीतीश को यूं क‍िया याद",https://www.aajtak.in/bihar/video/bjp-central-observer-shivraj-singh-congratulates-samrat-choudhary-on-election-of-bihar-legislature-party-leader-and-praises-nitish-kumar-vdoj-2523743-2026-04-14
Link,"ट्रंप ने PM मोदी को लगाया फोन, जानें 40 मिनट तक किन मुद्दों पर हुई बात
3:02",https://www.aajtak.in/world/video/us-israel-iran-war-pm-modi-donald-trump-phone-call-hormuz-strait-vdot-2523888-2026-04-14
Link,"'बिहार की जनता ने उन्हें CM नहीं चुना', सम्राट चौधरी पर तेजस्वी का हमला",https://www.aajtak.in/bihar/video/bihar-new-cm-announcement-samrat-choudhary-tejashwi-yadav-statement-vdot-2523792-2026-04-14
Link,"नोएडा में अब मेड्स का हल्ला बोल, सोसाइटी के बाहर किया पथराव, Video",https://www.aajtak.in/india/news/video/noida-maid-house-help-protest-over-salary-hike-society-attack-vdor-2523519-2026-04-14
Link,विजुअल स्टोरीज़,https://www.aajtak.in/visualstories/?utm_source=athomepage&utm_medium=bottomwidget&utm_campaign=visualstories
Link,विराट कोहली अगले मैच से होंगे OUT? इंजरी पर आई ये अपडेट,https://www.aajtak.in/visualstories/sports/virat-kohli-injury-update-will-he-play-next-rcb-game-ipl-2026-aksp-278577-14-04-2026
Link,"प्रफुल्ल हिंगे की 6 गेंदों का जादू, इंटरनेट पर फॉलोवर्स हुए बेकाबू",https://www.aajtak.in/visualstories/sports/sanju-samson-beats-jasprit-bumrah-to-win-this-big-icc-player-of-the-month-award-aksp-278563-14-04-2026
